rk,conf,adjoe,oe_rank,adjde,de_rank,barthag,barthag_rank,sos,nconf_sos,conf_sos,proj_sos,proj_nconf_sos,proj_conf_sos,elite_sos,elite_nconf_sos,opp_oe,opp_de,proj_opp_oe,proj_opp_de,conf_adj_oe,conf_adj_de,qual_o,qual_d,qual_barthag,qual_games,fun,conf_pf,conf_pa,conf_poss,conf_oe,conf_de,conf_win%,wab,wab_rk,fun_rk,adjt,Year,Team,qual_games_ratio
1,SEC,117.30371233001568,6,84.77368091283981,3,0.9766831192729735,1,0.6567453462490993,0.6168598321855933,0.6833356889581034,0.6772819941856284,0.6168598321855933,0.6833356889581034,0.731275010514927,0.7499016116095637,103.74086746373878,96.75912442158442,104.566709957249,96.61605816030793,116.69000543596377,84.17073183618048,129.8537492667537,95.54261456273096,0.971491189900625,8,-0.11709101636099994,1281.0,965.0,1128.4374999999998,1.1351980060924953,0.8551647743007479,0.7777777777777778,3.69392834233061,19,343,63.49597182829139,2013,florida,0.26666666666666666
2,B10,123.06802328447131,1,89.96276175081526,18,0.9734915662912395,2,0.675782063647444,0.457104489202124,0.8337158674135087,0.6930016314698623,0.457104489202124,0.8337158674135087,0.6691537353316022,0.854604279721937,105.24431032978552,96.18834833953544,105.64192544897708,95.77815788292888,123.46871109795218,90.35076313504551,128.51977126201425,96.66536133714582,0.9635793062367475,15,-0.02570141290125927,1342.0,1159.0,1183.0125,1.1343920710896969,0.979702243213829,0.7777777777777778,7.339680696733823,4,237,69.07102348639194,2013,indiana,0.4838709677419355
3,BE,111.78293879620459,23,82.5837021261268,1,0.970159264722833,3,0.7080427661206887,0.5757023648429921,0.7953574698573701,0.7323671090842173,0.5757023648429921,0.7953574698573701,0.6568989022654101,0.7760738370053766,105.42942330380532,95.57462403822908,106.48343465499283,95.13037233471184,111.96939933202361,83.16496244552783,122.24159917003608,92.77206912625988,0.9597791856480374,12,-0.017521486262440433,1263.0,1055.0,1196.7875000000001,1.05532519348673,0.8815265868000792,0.7777777777777778,7.450259900108462,3,214,68.30401958746967,2013,louisville,0.375
4,WCC,119.4120309103539,3,89.1929550161606,14,0.9662827153911766,4,0.6090481132036407,0.6410830393559576,0.5768693502462594,0.6124799000208566,0.6410830393559576,0.5768693502462594,0.7692179935525456,0.7399561418063317,104.12771829974069,98.99906311245614,104.02422208729664,98.75592538168017,121.65950671260514,89.44850457950875,144.1339725292806,102.2505479867686,0.9810746524821263,7,0.03946224455474101,1236.0,925.0,1019.4000000000001,1.2124779281930547,0.9073965077496566,1.0,7.492954527450143,2,82,66.00052355456822,2013,gonzaga,0.21875
5,ACC,118.94140777882224,4,91.50763883687239,31,0.9532649422487306,5,0.7142281082776161,0.6727989554268933,0.7441491631142494,0.7307616375960109,0.6727989554268936,0.7441491631142494,0.6742400181492816,0.7159907608710897,106.67381174564595,96.59556003100977,107.02379812398557,95.91417843631432,119.52339942536662,93.4384389731074,127.20981562609188,101.13112841290913,0.9332879476574634,11,0.05423585909826556,1390.0,1207.0,1217.7875,1.1414142450961273,0.9911417221805939,0.7777777777777778,7.9168094474984585,1,60,68.82805260499524,2013,duke,0.3548387096774194
6,B12,111.48947388278438,25,86.6798192823176,5,0.9475815580463605,6,0.6567328091074345,0.6142695490884572,0.7037616835311594,0.6772907168296662,0.6142695490884572,0.7037616835311594,0.706384292852129,0.7529793813276459,105.240616392158,97.71265932614816,106.1639496894829,97.53037673460796,109.25906308334295,87.52186218797058,126.0905210888093,99.45376802967652,0.9387182061643616,10,0.02426502215927895,1304.0,1130.0,1227.6125,1.0622244397153011,0.9204859025140263,0.7777777777777778,6.164229492349479,8,115,68.40592101511695,2013,kansas,0.3125
7,BE,108.44303565214273,57,84.38253034967317,2,0.947097085708228,7,0.6797740841020539,0.45289175501950274,0.8075972566442672,0.685656063926205,0.45289175501950274,0.8075972566442672,0.6795589860515855,0.8354330061523545,105.59499927043552,96.68116740263618,105.74239622309503,96.5184779103975,110.26207308244621,85.69183264564346,119.29169270916071,91.18248019002347,0.9564847149841326,13,0.0500085489168024,1152.0,1025.0,1122.375,1.0263949214834613,0.91324200913242,0.7777777777777778,6.627283751404987,5,65,63.05262228128382,2013,georgetown,0.43333333333333335
8,B10,108.49683750592112,55,85.57176124941931,4,0.9387569030480225,8,0.689678996740922,0.5051117791618279,0.8229775427702681,0.7155980885137017,0.5051117791618279,0.8229775427702681,0.6241635317894557,0.7645105222736397,106.37342823217554,96.48641344123139,107.57219641236838,96.08506300932956,107.60523875969245,83.65287391284876,112.31002624621969,93.17322625830612,0.8955033919070852,15,-0.05239532683186221,1097.0,1004.0,1103.7124999999999,0.9939182531682844,0.9096571797456313,0.6666666666666666,3.1265846098502172,22,286,62.78611585135023,2013,wisconsin,0.4838709677419355
9,B10,112.84104274481237,20,89.16404242589786,12,0.9375132423279076,9,0.6791331138059384,0.4431275702241513,0.836470142860463,0.7091771939329712,0.4431275702241513,0.836470142860463,0.6458399341851614,0.83806595529906,105.5380568993156,95.44442063480724,106.44406721681943,95.1827082059941,111.34557763411276,87.68374472700674,116.84044752486585,93.3133985991203,0.9299371579407092,14,0.031728033524902055,1166.0,1071.0,1128.5,1.033229951262738,0.9490474080638015,0.7222222222222222,5.3599197675095525,10,98,66.12454878016293,2013,ohio-state,0.4666666666666667
10,B10,120.43985986889406,2,95.29597159878324,78,0.9366048736072093,10,0.6832550216999377,0.48953675366392174,0.8181207065474498,0.724187277105511,0.4895367536639221,0.8181207065474498,0.6221724118990439,0.8336676803451953,105.82208068284446,96.41642742894902,107.05691791352278,95.1669103514323,120.11408318016998,95.44396526399103,129.97626937166132,101.65589553267279,0.9440764235787911,13,0.06297102411149247,1297.0,1182.0,1154.8125,1.1231260486009633,1.0235427829193051,0.6666666666666666,6.355032127180584,6,47,65.25750500814121,2013,michigan,0.41935483870967744
